Filename,Birth
./question_two_model_diagnostics_seed_15.csv,2025-07-14 17:03:48.601316879 +0100
./question_two_param_diagnostics_seed_27.csv,2025-07-15 16:52:31.952412559 +0100
./question_two_param_diagnostics_seed_6401.csv,2025-07-21 08:02:51.201344954 +0100
./question_two_param_diagnostics_seed_2758.csv,2025-07-23 15:24:45.949776818 +0100
./question_two_param_diagnostics_seed_25.csv,2025-07-15 09:02:27.045358755 +0100
./question_two_param_diagnostics_seed_18.csv,2025-07-14 18:00:41.425406145 +0100
./question_two_model_diagnostics_seed_8589.csv,2025-07-17 21:36:02.243325590 +0100
./question_two_param_diagnostics_seed_7882.csv,2025-07-21 14:11:00.405063593 +0100
./question_two_param_diagnostics_seed_3505.csv,2025-07-23 09:51:40.909280817 +0100
./question_two_param_diagnostics_seed_26.csv,2025-07-15 12:05:12.698955845 +0100
./question_two_model_diagnostics_seed_2998.csv,2025-07-19 18:21:10.063476020 +0100
./question_two_param_diagnostics_seed_7592.csv,2025-07-21 16:19:26.987251786 +0100
./question_two_model_diagnostics_seed_8382.csv,2025-07-17 13:27:09.805506716 +0100
./question_two_param_diagnostics_seed_4478.csv,2025-07-22 06:17:09.649235776 +0100
./question_two_param_diagnostics_seed_5554.csv,2025-07-22 12:09:18.348907861 +0100
./question_two_model_diagnostics_seed_1984.csv,2025-07-21 07:23:08.986948269 +0100
./question_two_model_diagnostics_seed_27.csv,2025-07-15 16:52:31.959412597 +0100
./question_two_model_diagnostics_seed_4145.csv,2025-07-21 10:47:09.577452160 +0100
./question_two_model_diagnostics_seed_3006.csv,2025-07-23 05:52:45.890934068 +0100
./question_two_model_diagnostics_seed_4462.csv,2025-07-17 11:57:21.620613591 +0100
./question_two_param_diagnostics_seed_3579.csv,2025-07-23 12:14:02.243626911 +0100
./question_two_model_diagnostics_seed_2758.csv,2025-07-23 15:24:45.950776824 +0100
./question_two_param_diagnostics_seed_4117.csv,2025-07-20 16:04:42.236583995 +0100
./question_two_param_diagnostics_seed_17.csv,2025-07-14 17:35:14.064416001 +0100
./question_two_model_diagnostics_seed_3504.csv,2025-07-17 11:40:17.659812607 +0100
./question_two_model_diagnostics_seed_5554.csv,2025-07-22 12:09:18.349907867 +0100
./question_two_param_diagnostics_seed_21.csv,2025-07-14 19:40:04.843921515 +0100
./question_two_model_diagnostics_seed_23.csv,2025-07-14 22:34:12.739096903 +0100
./question_two_model_diagnostics_seed_2740.csv,2025-07-24 00:34:45.323377706 +0100
./question_two_model_diagnostics_seed_4707.csv,2025-07-21 19:41:33.565803858 +0100
./question_two_param_diagnostics_seed_9089.csv,2025-07-23 05:37:59.393207536 +0100
./question_two_model_diagnostics_seed_4478.csv,2025-07-22 06:17:09.650235781 +0100
./question_two_param_diagnostics_seed_3435.csv,2025-07-19 14:52:20.761111396 +0100
./question_two_model_diagnostics_seed_25.csv,2025-07-15 09:02:27.045358755 +0100
./question_two_model_diagnostics_seed_4435.csv,2025-07-25 10:36:53.775438265 +0100
./question_two_model_diagnostics_seed_3505.csv,2025-07-23 09:51:40.909280817 +0100
./question_two_param_diagnostics_seed_1864.csv,2025-07-21 08:24:59.835727845 +0100
./question_two_param_diagnostics_seed_7559.csv,2025-07-17 15:14:56.322007084 +0100
./question_two_param_diagnostics_seed_1236.csv,2025-07-17 12:18:37.227818768 +0100
./question_two_param_diagnostics_seed_1934.csv,2025-07-19 13:25:34.798930279 +0100
./question_two_model_diagnostics_seed_4386.csv,2025-07-20 10:05:58.037677886 +0100
./question_two_model_diagnostics_seed_5278.csv,2025-07-19 14:04:13.014951360 +0100
./question_two_param_diagnostics_seed_4707.csv,2025-07-21 19:41:33.565803858 +0100
./question_two_model_diagnostics_seed_26.csv,2025-07-15 12:05:12.699955851 +0100
./question_two_param_diagnostics_seed_3585.csv,2025-07-21 09:03:14.216493445 +0100
./question_two_param_diagnostics_seed_4435.csv,2025-07-25 10:36:53.775438265 +0100
./question_two_model_diagnostics_seed_4063.csv,2025-07-18 14:45:27.849776933 +0100
./question_two_param_diagnostics_seed_1984.csv,2025-07-21 07:23:08.985948263 +0100
./question_two_param_diagnostics_seed_8689.csv,2025-07-18 04:16:32.153229807 +0100
./question_two_param_diagnostics_seed_2620.csv,2025-07-21 07:32:09.220982065 +0100
./question_two_param_diagnostics_seed_4153.csv,2025-07-18 09:44:37.677058311 +0100
./question_two_model_diagnostics_seed_8689.csv,2025-07-18 04:16:32.155229818 +0100
./question_two_model_diagnostics_seed_1864.csv,2025-07-21 08:24:59.836727851 +0100
./question_two_param_diagnostics_seed_8589.csv,2025-07-17 21:36:02.243325590 +0100
./question_two_model_diagnostics_seed_2476.csv,2025-07-24 05:41:09.240158779 +0100
./question_two_model_diagnostics_seed_173.csv,2025-07-19 22:25:00.526027577 +0100
./question_two_param_diagnostics_seed_8382.csv,2025-07-17 13:27:09.804506712 +0100
./question_two_param_diagnostics_seed_3504.csv,2025-07-17 11:40:17.659812607 +0100
./question_two_model_diagnostics_seed_19.csv,2025-07-14 18:37:37.884311188 +0100
./question_two_param_diagnostics_seed_28.csv,2025-07-15 23:05:31.331094292 +0100
./question_two_model_diagnostics_seed_3579.csv,2025-07-23 12:14:02.243626911 +0100
./question_two_param_diagnostics_seed_16.csv,2025-07-14 17:18:38.454370093 +0100
./question_two_model_diagnostics_seed_6451.csv,2025-07-24 14:05:20.886289572 +0100
./question_two_model_diagnostics_seed_6401.csv,2025-07-21 08:02:51.209344998 +0100
./question_two_model_diagnostics_seed_16.csv,2025-07-14 17:18:38.454370093 +0100
./question_two_param_diagnostics_seed_421.csv,2025-07-20 22:04:25.215204312 +0100
./question_two_model_diagnostics_seed_4171.csv,2025-07-23 05:26:42.585701470 +0100
./question_two_model_diagnostics_seed_2104.csv,2025-07-21 09:45:31.524863088 +0100
./question_two_param_diagnostics_seed_4063.csv,2025-07-18 14:45:27.848776928 +0100
./question_two_param_diagnostics_seed_1884.csv,2025-07-23 19:35:47.054542687 +0100
./question_two_model_diagnostics_seed_17.csv,2025-07-14 17:35:14.064416001 +0100
./question_two_model_diagnostics_seed_7592.csv,2025-07-21 16:19:26.988251792 +0100
./question_two_param_diagnostics_seed_1468.csv,2025-07-19 17:04:20.698413681 +0100
./question_two_model_diagnostics_seed_1046.csv,2025-07-22 22:10:53.984759932 +0100
./question_two_model_diagnostics_seed_2243.csv,2025-07-19 15:39:04.094864631 +0100
./question_two_param_diagnostics_seed_2104.csv,2025-07-21 09:45:31.524863088 +0100
./question_two_model_diagnostics_seed_7559.csv,2025-07-17 15:14:56.323007090 +0100
./question_two_param_diagnostics_seed_4863.csv,2025-07-21 11:53:38.071646060 +0100
./question_two_param_diagnostics_seed_2998.csv,2025-07-19 18:21:10.063476020 +0100
./question_two_param_diagnostics_seed_5037.csv,2025-07-17 12:49:51.041323713 +0100
./question_two_param_diagnostics_seed_173.csv,2025-07-19 22:25:00.525027572 +0100
./question_two_param_diagnostics_seed_1284.csv,2025-07-19 19:54:17.761844858 +0100
./question_two_model_diagnostics_seed_421.csv,2025-07-20 22:04:25.216204317 +0100
./question_two_param_diagnostics_seed_4462.csv,2025-07-17 11:57:21.619613586 +0100
./question_two_model_diagnostics_seed_4863.csv,2025-07-21 11:53:38.072646066 +0100
./question_two_param_diagnostics_seed_4616.csv,2025-07-17 16:55:42.589784070 +0100
./question_two_param_diagnostics_seed_3755.csv,2025-07-19 13:11:35.033189276 +0100
./question_two_model_diagnostics_seed_18.csv,2025-07-14 18:00:41.426406150 +0100
./question_two_param_diagnostics_seed_7279.csv,2025-07-17 19:08:04.003495374 +0100
./question_two_model_diagnostics_seed_7279.csv,2025-07-17 19:08:04.004495379 +0100
./question_two_param_diagnostics_seed_5591.csv,2025-07-20 01:23:17.253262986 +0100
./question_two_model_diagnostics_seed_426.csv,2025-07-22 01:00:25.631171711 +0100
./question_two_param_diagnostics_seed_6451.csv,2025-07-24 14:05:20.885289567 +0100
./question_two_param_diagnostics_seed_2243.csv,2025-07-19 15:39:04.093864624 +0100
./question_two_model_diagnostics_seed_1934.csv,2025-07-19 13:25:34.799930285 +0100
./question_two_param_diagnostics_seed_426.csv,2025-07-22 01:00:25.631171711 +0100
./question_two_param_diagnostics_seed_30.csv,2025-07-16 21:52:43.423757657 +0100
./question_two_param_diagnostics_seed_4386.csv,2025-07-20 10:05:58.036677880 +0100
./question_two_model_diagnostics_seed_9089.csv,2025-07-23 05:37:59.394207541 +0100
./question_two_model_diagnostics_seed_3755.csv,2025-07-19 13:11:35.034189282 +0100
./question_two_model_diagnostics_seed_4117.csv,2025-07-20 16:04:42.236583995 +0100
./question_two_model_diagnostics_seed_4153.csv,2025-07-18 09:44:37.677058311 +0100
./question_two_model_diagnostics_seed_1884.csv,2025-07-23 19:35:47.054542687 +0100
./question_two_model_diagnostics_seed_4616.csv,2025-07-17 16:55:42.590784075 +0100
./question_two_param_diagnostics_seed_5278.csv,2025-07-19 14:04:13.013951355 +0100
./question_two_model_diagnostics_seed_1118.csv,2025-07-17 14:10:37.134467959 +0100
./question_two_param_diagnostics_seed_1046.csv,2025-07-22 22:10:53.982759920 +0100
./question_two_param_diagnostics_seed_6353.csv,2025-07-19 13:41:19.609277567 +0100
./question_two_param_diagnostics_seed_22.csv,2025-07-14 21:04:43.387595287 +0100
./question_two_param_diagnostics_seed_265.csv,2025-07-19 12:32:54.401159575 +0100
./question_two_model_diagnostics_seed_24.csv,2025-07-15 03:29:46.946896377 +0100
./question_two_param_diagnostics_seed_2476.csv,2025-07-24 05:41:09.240158779 +0100
./question_two_param_diagnostics_seed_2269.csv,2025-07-24 21:51:46.591451934 +0100
./question_two_param_diagnostics_seed_4145.csv,2025-07-21 10:47:09.576452155 +0100
./question_two_model_diagnostics_seed_29.csv,2025-07-16 09:10:56.047520287 +0100
./question_two_param_diagnostics_seed_23.csv,2025-07-14 22:34:12.738096898 +0100
./question_two_param_diagnostics_seed_3006.csv,2025-07-23 05:52:45.889934062 +0100
./question_two_param_diagnostics_seed_8718.csv,2025-07-21 07:47:51.958270956 +0100
./question_two_param_diagnostics_seed_15.csv,2025-07-14 17:03:48.600316873 +0100
./question_two_param_diagnostics_seed_2596.csv,2025-07-18 22:30:36.319480783 +0100
./question_two_param_diagnostics_seed_4171.csv,2025-07-23 05:26:42.578701431 +0100
./question_two_model_diagnostics_seed_8718.csv,2025-07-21 07:47:51.966271001 +0100
./question_two_model_diagnostics_seed_3585.csv,2025-07-21 09:03:14.216493445 +0100
./question_two_model_diagnostics_seed_5591.csv,2025-07-20 01:23:17.253262986 +0100
./question_two_model_diagnostics_seed_7882.csv,2025-07-21 14:11:00.406063599 +0100
./question_two_model_diagnostics_seed_5037.csv,2025-07-17 12:49:51.042323717 +0100
./question_two_model_diagnostics_seed_2596.csv,2025-07-18 22:30:36.319480783 +0100
./question_two_param_diagnostics_seed_6230.csv,2025-07-20 05:16:36.648649991 +0100
./question_two_model_diagnostics_seed_30.csv,2025-07-16 21:52:43.431757701 +0100
./question_two_model_diagnostics_seed_3435.csv,2025-07-19 14:52:20.763111407 +0100
./question_two_model_diagnostics_seed_6353.csv,2025-07-19 13:41:19.610277573 +0100
./question_two_model_diagnostics_seed_1284.csv,2025-07-19 19:54:17.761844858 +0100
./question_two_model_diagnostics_seed_265.csv,2025-07-19 12:32:54.402159581 +0100
./question_two_model_diagnostics_seed_1468.csv,2025-07-19 17:04:20.698413681 +0100
./question_two_param_diagnostics_seed_2740.csv,2025-07-24 00:34:45.322377700 +0100
./question_two_model_diagnostics_seed_5571.csv,2025-07-18 00:55:37.063364078 +0100
./question_two_model_diagnostics_seed_1236.csv,2025-07-17 12:18:37.228818773 +0100
./question_two_param_diagnostics_seed_24.csv,2025-07-15 03:29:46.946896377 +0100
./question_two_model_diagnostics_seed_2269.csv,2025-07-24 21:51:46.598451974 +0100
./question_two_param_diagnostics_seed_29.csv,2025-07-16 09:10:56.039520242 +0100
./question_two_param_diagnostics_seed_1118.csv,2025-07-17 14:10:37.134467959 +0100
./question_two_model_diagnostics_seed_21.csv,2025-07-14 19:40:04.844921521 +0100
./question_two_param_diagnostics_seed_19.csv,2025-07-14 18:37:37.882311178 +0100
./question_two_model_diagnostics_seed_6230.csv,2025-07-20 05:16:36.649649997 +0100
./question_two_model_diagnostics_seed_22.csv,2025-07-14 21:04:43.389595297 +0100
./question_two_param_diagnostics_seed_5571.csv,2025-07-18 00:55:37.062364072 +0100
./question_two_model_diagnostics_seed_28.csv,2025-07-15 23:05:31.332094298 +0100
./question_two_model_diagnostics_seed_2620.csv,2025-07-21 07:32:09.220982065 +0100
